Transaction_ID,Customer_ID_internal,Account_Type_internal,Total_Balance_internal,Transaction_Amount_internal,Investment_Amount_internal,Investment_Type_internal,Transaction_Date_internal,Customer_ID_external,Account_Type_external,Total_Balance_external,Transaction_Amount_external,Investment_Amount_external,Investment_Type_external,Transaction_Date_external,status,amount_difference,date_difference_days,record_location
303213,207498,Business,41118,3014.0,21662,Mutual Fund,2023-07-07,207498,Business,41118.0,3014.0,21662.0,Mutual Fund,2023-07-07,MATCH,0.0,0.0,both
303214,200112,Current,2545,1202.0,19587,Recurring Deposit,2022-03-31,200112,Current,2545.0,1202.0,19587.0,Recurring Deposit,2022-03-31,MATCH,0.0,0.0,both
303215,205332,Savings,55221,4382.0,36370,Fixed Deposit,2023-11-25,205332,Savings,55221.0,4382.0,36370.0,Fixed Deposit,2023-11-25,MATCH,0.0,0.0,both
303216,209261,Current,50782,2686.0,45179,Fixed Deposit,2023-08-19,209261,Current,50782.0,2686.0,45179.0,Fixed Deposit,2023-08-19,MATCH,0.0,0.0,both
303217,209285,Savings,76867,484.0,10612,Fixed Deposit,2024-11-08,209285,Savings,76867.0,484.0,10612.0,Fixed Deposit,2024-11-08,MATCH,0.0,0.0,both
303218,202229,Business,52868,2855.0,17557,Recurring Deposit,2023-11-01,202229,Business,52868.0,2855.0,17557.0,Recurring Deposit,2023-11-01,MATCH,0.0,0.0,both
303219,205292,Savings,47190,1889.0,8084,Mutual Fund,2023-08-14,205292,Savings,47190.0,1889.0,8084.0,Mutual Fund,2023-08-14,MATCH,0.0,0.0,both
303220,209172,Current,45711,3013.0,10296,Mutual Fund,2024-02-02,209172,Current,45711.0,3013.0,10296.0,Mutual Fund,2024-02-02,MATCH,0.0,0.0,both
303221,207671,Business,66154,1052.0,17413,Fixed Deposit,2023-08-22,207671,Business,66154.0,1052.0,17413.0,Fixed Deposit,2023-08-22,MATCH,0.0,0.0,both
303222,202357,Savings,48616,698.0,42391,Recurring Deposit,2024-01-18,202357,Savings,48616.0,698.0,42391.0,Recurring Deposit,2024-01-18,MATCH,0.0,0.0,both
303223,207092,Current,86286,4118.0,45647,Fixed Deposit,2024-12-26,207092,Current,86286.0,4118.0,45647.0,Fixed Deposit,2024-12-26,MATCH,0.0,0.0,both
303224,205342,Savings,58473,2102.0,8568,Recurring Deposit,2024-09-29,205342,Savings,58473.0,2102.0,8568.0,Recurring Deposit,2024-09-29,MATCH,0.0,0.0,both
303225,206059,Current,41649,2270.0,26387,Mutual Fund,2022-10-18,206059,Current,41649.0,2270.0,26387.0,Mutual Fund,2022-10-18,MATCH,0.0,0.0,both
303226,204438,Business,82566,1591.0,27194,Mutual Fund,2023-06-30,204438,Business,82566.0,1591.0,27194.0,Mutual Fund,2023-06-30,MATCH,0.0,0.0,both
303227,206751,Current,36473,354.0,28720,Mutual Fund,2023-08-01,206751,Current,36473.0,354.0,28720.0,Mutual Fund,2023-08-01,MATCH,0.0,0.0,both
303228,203051,Savings,54382,2359.0,35986,Fixed Deposit,2024-10-13,203051,Savings,54382.0,2359.0,35986.0,Fixed Deposit,2024-10-13,MATCH,0.0,0.0,both
303229,205239,Business,67308,383.0,12225,Mutual Fund,2025-03-05,205239,Business,67308.0,383.0,12225.0,Mutual Fund,2025-03-05,MATCH,0.0,0.0,both
303230,204093,Business,87428,2427.0,27752,Recurring Deposit,2023-01-27,204093,Business,87428.0,2427.0,27752.0,Recurring Deposit,2023-01-27,MATCH,0.0,0.0,both
303231,204485,Current,33707,3339.0,13050,Recurring Deposit,2024-04-03,204485,Current,33707.0,3339.0,13050.0,Recurring Deposit,2024-04-03,MATCH,0.0,0.0,both
303232,202981,Business,82079,3374.0,17492,Fixed Deposit,2023-07-22,202981,Business,82079.0,3374.0,17492.0,Fixed Deposit,2023-07-22,MATCH,0.0,0.0,both
303233,208021,Savings,43050,2875.0,34035,Fixed Deposit,2022-12-21,208021,Savings,43050.0,2875.0,34035.0,Fixed Deposit,2022-12-21,MATCH,0.0,0.0,both
303234,205066,Business,75823,3092.0,23646,Fixed Deposit,2023-11-29,205066,Business,75823.0,3092.0,23646.0,Fixed Deposit,2023-11-29,MATCH,0.0,0.0,both
303235,203964,Current,34355,4811.0,15571,Recurring Deposit,2023-07-29,203964,Current,34355.0,4811.0,15571.0,Recurring Deposit,2023-07-29,MATCH,0.0,0.0,both
303236,204084,Current,57599,3832.0,21507,Mutual Fund,2023-06-16,204084,Current,57599.0,3832.0,21507.0,Mutual Fund,2023-06-16,MATCH,0.0,0.0,both
303237,204860,Business,29946,3555.0,33876,Recurring Deposit,2025-03-04,204860,Business,29946.0,3555.0,33876.0,Recurring Deposit,2025-03-04,MATCH,0.0,0.0,both
303238,204651,Savings,86750,1958.0,36813,Fixed Deposit,2024-11-28,204651,Savings,86750.0,1958.0,36813.0,Fixed Deposit,2024-11-28,MATCH,0.0,0.0,both
303239,201123,Business,65611,2977.0,20870,Recurring Deposit,2024-04-21,201123,Business,65611.0,2977.0,20870.0,Recurring Deposit,2024-04-21,MATCH,0.0,0.0,both
303240,209243,Business,50233,3509.0,46371,Mutual Fund,2024-08-31,209243,Business,50233.0,3509.0,46371.0,Mutual Fund,2024-08-31,MATCH,0.0,0.0,both
303241,204671,Current,87823,4173.0,46260,Mutual Fund,2023-04-01,204671,Current,87823.0,4173.0,46260.0,Mutual Fund,2023-04-01,MATCH,0.0,0.0,both
303242,200815,Business,71391,1181.0,45276,Fixed Deposit,2023-08-09,200815,Business,71391.0,1181.0,45276.0,Fixed Deposit,2023-08-09,MATCH,0.0,0.0,both
303243,200978,Savings,29286,2055.0,45650,Recurring Deposit,2023-10-26,200978,Savings,29286.0,2055.0,45650.0,Recurring Deposit,2023-10-26,MATCH,0.0,0.0,both
303244,202858,Savings,49383,739.0,40411,Fixed Deposit,2023-05-30,202858,Savings,49383.0,739.0,40411.0,Fixed Deposit,2023-05-30,MATCH,0.0,0.0,both
303245,200682,Savings,85769,882.0,31260,Fixed Deposit,2023-11-21,200682,Savings,85769.0,882.0,31260.0,Fixed Deposit,2023-11-21,MATCH,0.0,0.0,both
303246,208140,Savings,66240,1441.0,19954,Fixed Deposit,2023-10-09,208140,Savings,66240.0,1441.0,19954.0,Fixed Deposit,2023-10-09,MATCH,0.0,0.0,both
303247,203655,Savings,38499,1289.0,19315,Fixed Deposit,2022-09-13,203655,Savings,38499.0,1289.0,19315.0,Fixed Deposit,2022-09-13,MATCH,0.0,0.0,both
303248,200780,Business,32750,2723.0,1214,Recurring Deposit,2024-08-12,200780,Business,32750.0,2723.0,1214.0,Recurring Deposit,2024-08-12,MATCH,0.0,0.0,both
303249,201442,Savings,44082,719.0,45601,Fixed Deposit,2023-01-25,201442,Savings,44082.0,719.0,45601.0,Fixed Deposit,2023-01-25,MATCH,0.0,0.0,both
303250,207818,Savings,70157,849.57,19037,Mutual Fund,2024-09-25,207818,Savings,70157.0,849.57,19037.0,Mutual Fund,2024-09-25,MATCH,0.0,0.0,both
303251,204500,Business,51066,1834.0,33302,Fixed Deposit,2024-07-15,204500,Business,51066.0,1834.0,33302.0,Fixed Deposit,2024-07-15,MATCH,0.0,0.0,both
303252,202759,Business,6932,814.0,10278,Mutual Fund,2022-12-25,202759,Business,6932.0,814.0,10278.0,Mutual Fund,2022-12-25,MATCH,0.0,0.0,both
303253,205993,Savings,43643,1066.0,1991,Recurring Deposit,2025-02-12,205993,Savings,43643.0,1066.0,1991.0,Recurring Deposit,2025-02-12,MATCH,0.0,0.0,both
303254,203120,Savings,77250,4092.0,19882,Fixed Deposit,2024-07-22,203120,Savings,77250.0,4092.0,19882.0,Fixed Deposit,2024-07-22,MATCH,0.0,0.0,both
303255,202545,Current,87238,4132.0,19950,Recurring Deposit,2022-05-01,202545,Current,87238.0,4132.0,19950.0,Recurring Deposit,2022-05-01,MATCH,0.0,0.0,both
303256,204041,Savings,43712,3401.0,44397,Mutual Fund,2024-03-07,204041,Savings,43712.0,3401.0,44397.0,Mutual Fund,2024-03-07,MATCH,0.0,0.0,both
303257,205875,Savings,11103,4701.0,13706,Mutual Fund,2023-02-09,205875,Savings,11103.0,4701.0,13706.0,Mutual Fund,2023-02-09,MATCH,0.0,0.0,both
303258,209562,Current,82025,4396.0,33694,Recurring Deposit,2024-01-31,209562,Current,82025.0,4396.0,33694.0,Recurring Deposit,2024-01-31,MATCH,0.0,0.0,both
303259,202828,Business,13252,3278.0,28035,Fixed Deposit,2023-06-16,202828,Business,13252.0,3278.0,28035.0,Fixed Deposit,2023-06-16,MATCH,0.0,0.0,both
303260,201462,Business,24076,2903.0,38654,Recurring Deposit,2025-03-01,201462,Business,24076.0,2903.0,38654.0,Recurring Deposit,2025-03-01,MATCH,0.0,0.0,both
303261,207942,Business,7174,568.0,34673,Fixed Deposit,2022-07-06,207942,Business,7174.0,568.0,34673.0,Fixed Deposit,2022-07-06,MATCH,0.0,0.0,both
303262,200553,Savings,88593,2169.0,33080,Mutual Fund,2023-12-16,200553,Savings,88593.0,2169.0,33080.0,Mutual Fund,2023-12-16,MATCH,0.0,0.0,both
303263,207051,Current,19029,4167.11,13085,Fixed Deposit,2025-01-29,207051,Current,19029.0,4167.11,13085.0,Fixed Deposit,2025-01-29,MATCH,0.0,0.0,both
303264,205899,Current,77756,4220.0,49189,Mutual Fund,2024-05-04,205899,Current,77756.0,4220.0,49189.0,Mutual Fund,2024-05-04,MATCH,0.0,0.0,both
303265,208907,Savings,68552,3785.0,34550,Mutual Fund,2022-10-23,208907,Savings,68552.0,3785.0,34550.0,Mutual Fund,2022-10-23,MATCH,0.0,0.0,both
303266,204295,Savings,73393,1440.0,49525,Recurring Deposit,2024-11-28,204295,Savings,73393.0,1440.0,49525.0,Recurring Deposit,2024-11-28,MATCH,0.0,0.0,both
303267,205104,Savings,68579,3863.0,46834,Fixed Deposit,2023-07-04,205104,Savings,68579.0,3863.0,46834.0,Fixed Deposit,2023-07-04,MATCH,0.0,0.0,both
303268,203389,Savings,48701,2115.0,2846,Recurring Deposit,2023-03-31,203389,Savings,48701.0,2115.0,2846.0,Recurring Deposit,2023-03-31,MATCH,0.0,0.0,both
303269,205319,Business,67740,4403.0,6145,Recurring Deposit,2023-04-17,205319,Business,67740.0,4403.0,6145.0,Recurring Deposit,2023-04-17,MATCH,0.0,0.0,both
303270,203651,Current,57202,1112.0,32790,Fixed Deposit,2025-01-07,203651,Current,57202.0,1112.0,32790.0,Fixed Deposit,2025-01-07,MATCH,0.0,0.0,both
303271,203135,Current,91485,2167.0,45530,Mutual Fund,2022-11-15,203135,Current,91485.0,2167.0,45530.0,Mutual Fund,2022-11-15,MATCH,0.0,0.0,both
303272,205263,Current,22864,4812.0,29096,Fixed Deposit,2024-01-07,205263,Current,22864.0,4812.0,29096.0,Fixed Deposit,2024-01-07,MATCH,0.0,0.0,both
303273,207402,Business,77747,3789.0,15610,Fixed Deposit,2023-10-27,207402,Business,77747.0,3789.0,15610.0,Fixed Deposit,2023-10-27,MATCH,0.0,0.0,both
303274,203495,Business,64987,457.0,48498,Mutual Fund,2022-07-13,203495,Business,64987.0,457.0,48498.0,Mutual Fund,2022-07-13,MATCH,0.0,0.0,both
303275,201337,Current,77005,2832.0,25923,Mutual Fund,2024-02-16,201337,Current,77005.0,2832.0,25923.0,Mutual Fund,2024-02-16,MATCH,0.0,0.0,both
303276,205088,Business,88052,4338.0,18279,Mutual Fund,2024-10-04,205088,Business,88052.0,4338.0,18279.0,Mutual Fund,2024-10-04,MATCH,0.0,0.0,both
303277,206196,Business,22925,2319.0,9562,Fixed Deposit,2024-04-03,206196,Business,22925.0,2319.0,9562.0,Fixed Deposit,2024-04-03,MATCH,0.0,0.0,both
303278,203011,Current,81913,1778.0,5077,Mutual Fund,2024-09-10,203011,Current,81913.0,1778.0,5077.0,Mutual Fund,2024-09-10,MATCH,0.0,0.0,both
303279,202659,Savings,90487,3803.0,48954,Fixed Deposit,2023-12-03,202659,Savings,90487.0,3803.0,48954.0,Fixed Deposit,2023-12-03,MATCH,0.0,0.0,both
303280,209356,Current,70800,4825.0,19866,Mutual Fund,2024-06-28,209356,Current,70800.0,4825.0,19866.0,Mutual Fund,2024-06-28,MATCH,0.0,0.0,both
303281,202735,Savings,2073,953.0,1031,Mutual Fund,2024-05-15,202735,Savings,2073.0,953.0,1031.0,Mutual Fund,2024-05-15,MATCH,0.0,0.0,both
303282,205307,Business,48209,495.0,1810,Mutual Fund,2025-02-27,205307,Business,48209.0,495.0,1810.0,Mutual Fund,2025-02-27,MATCH,0.0,0.0,both
303283,204813,Savings,86210,3070.0,47496,Fixed Deposit,2023-12-30,204813,Savings,86210.0,3070.0,47496.0,Fixed Deposit,2023-12-30,MATCH,0.0,0.0,both
303284,204713,Savings,8873,1014.0,17901,Recurring Deposit,2024-07-12,204713,Savings,8873.0,1014.0,17901.0,Recurring Deposit,2024-07-12,MATCH,0.0,0.0,both
303285,206756,Savings,1040,4397.0,39045,Fixed Deposit,2022-05-17,206756,Savings,1040.0,4397.0,39045.0,Fixed Deposit,2022-05-17,MATCH,0.0,0.0,both
303286,206597,Savings,74073,2118.0,15921,Fixed Deposit,2023-09-30,206597,Savings,74073.0,2118.0,15921.0,Fixed Deposit,2023-09-30,MATCH,0.0,0.0,both
303287,200178,Business,2655,4956.0,30341,Recurring Deposit,2025-03-14,200178,Business,2655.0,4956.0,30341.0,Recurring Deposit,2025-03-14,MATCH,0.0,0.0,both
303288,201037,Current,54786,3023.0,39021,Recurring Deposit,2024-07-02,201037,Current,54786.0,3023.0,39021.0,Recurring Deposit,2024-07-02,MATCH,0.0,0.0,both
303289,203834,Current,11938,3221.0,49876,Recurring Deposit,2024-09-28,203834,Current,11938.0,3221.0,49876.0,Recurring Deposit,2024-09-28,MATCH,0.0,0.0,both
303290,204778,Savings,51496,512.39,10939,Fixed Deposit,2024-12-06,204778,Savings,51496.0,512.39,10939.0,Fixed Deposit,2024-12-06,MATCH,0.0,0.0,both
303291,207426,Current,60533,4011.0,46776,Mutual Fund,2022-07-31,207426,Current,60533.0,4011.0,46776.0,Mutual Fund,2022-07-31,MATCH,0.0,0.0,both
303292,205784,Current,1930,2286.0,8553,Recurring Deposit,2022-09-06,205784,Current,1930.0,2286.0,8553.0,Recurring Deposit,2022-09-06,MATCH,0.0,0.0,both
303293,206177,Current,15614,2802.0,28137,Mutual Fund,2023-04-10,206177,Current,15614.0,2802.0,28137.0,Mutual Fund,2023-04-10,MATCH,0.0,0.0,both
303294,204805,Current,27090,3746.0,4081,Fixed Deposit,2025-01-05,204805,Current,27090.0,3746.0,4081.0,Fixed Deposit,2025-01-05,MATCH,0.0,0.0,both
303295,207399,Business,92674,1468.0,9704,Recurring Deposit,2025-01-16,207399,Business,92674.0,1468.0,9704.0,Recurring Deposit,2025-01-16,MATCH,0.0,0.0,both
303296,207360,Current,95641,3693.0,19721,Mutual Fund,2023-09-23,207360,Current,95641.0,3693.0,19721.0,Mutual Fund,2023-09-23,MATCH,0.0,0.0,both
303297,206331,Savings,43849,2389.0,46806,Mutual Fund,2022-12-04,206331,Savings,43849.0,2389.0,46806.0,Mutual Fund,2022-12-04,MATCH,0.0,0.0,both
303298,203568,Current,59032,2592.0,13020,Recurring Deposit,2024-12-20,203568,Current,59032.0,2592.0,13020.0,Recurring Deposit,2024-12-20,MATCH,0.0,0.0,both
303299,204423,Business,78658,4114.0,42127,Fixed Deposit,2024-10-27,204423,Business,78658.0,4114.0,42127.0,Fixed Deposit,2024-10-27,MATCH,0.0,0.0,both
303300,203986,Current,9162,2196.0,14682,Recurring Deposit,2022-05-28,203986,Current,9162.0,2196.0,14682.0,Recurring Deposit,2022-05-28,MATCH,0.0,0.0,both
303301,203313,Savings,69948,1117.0,1915,Mutual Fund,2024-08-11,203313,Savings,69948.0,1117.0,1915.0,Mutual Fund,2024-08-11,MATCH,0.0,0.0,both
303302,206240,Business,19534,1668.0,10439,Mutual Fund,2024-12-17,206240,Business,19534.0,1668.0,10439.0,Mutual Fund,2024-12-17,MATCH,0.0,0.0,both
303303,208683,Current,42858,945.0,6687,Mutual Fund,2025-02-05,208683,Current,42858.0,945.0,6687.0,Mutual Fund,2025-02-05,MATCH,0.0,0.0,both
303304,208105,Savings,91435,4376.0,32035,Fixed Deposit,2024-12-19,208105,Savings,91435.0,4376.0,32035.0,Fixed Deposit,2024-12-19,MATCH,0.0,0.0,both
303305,200309,Savings,61174,4488.0,2493,Mutual Fund,2023-12-01,200309,Savings,61174.0,4488.0,2493.0,Mutual Fund,2023-12-01,MATCH,0.0,0.0,both
303306,207277,Savings,70314,4985.0,33900,Recurring Deposit,2023-08-18,207277,Savings,70314.0,4985.0,33900.0,Recurring Deposit,2023-08-18,MATCH,0.0,0.0,both
303307,209893,Current,7658,1344.0,12072,Fixed Deposit,2024-01-18,209893,Current,7658.0,1344.0,12072.0,Fixed Deposit,2024-01-18,MATCH,0.0,0.0,both
303308,208997,Business,6107,4837.0,26617,Mutual Fund,2022-09-01,208997,Business,6107.0,4837.0,26617.0,Mutual Fund,2022-09-01,MATCH,0.0,0.0,both
303309,206728,Current,49657,1015.0,23596,Fixed Deposit,2022-04-06,206728,Current,49657.0,1015.0,23596.0,Fixed Deposit,2022-04-06,MATCH,0.0,0.0,both
303310,201892,Business,67413,574.0,9253,Fixed Deposit,2022-08-21,201892,Business,67413.0,574.0,9253.0,Fixed Deposit,2022-08-21,MATCH,0.0,0.0,both
303311,209518,Business,7836,3942.0,22830,Recurring Deposit,2023-04-26,209518,Business,7836.0,3942.0,22830.0,Recurring Deposit,2023-04-26,MATCH,0.0,0.0,both
303312,201917,Savings,93424,541.0,36213,Recurring Deposit,2023-02-28,201917,Savings,93424.0,541.0,36213.0,Recurring Deposit,2023-02-28,MATCH,0.0,0.0,both
303313,206499,Savings,23631,4777.0,16238,Recurring Deposit,2024-05-22,206499,Savings,23631.0,4777.0,16238.0,Recurring Deposit,2024-05-22,MATCH,0.0,0.0,both
303314,205221,Savings,7055,2504.0,24645,Fixed Deposit,2024-06-03,205221,Savings,7055.0,2504.0,24645.0,Fixed Deposit,2024-06-03,MATCH,0.0,0.0,both
303315,202241,Current,7583,3746.0,17780,Mutual Fund,2024-08-03,202241,Current,7583.0,3746.0,17780.0,Mutual Fund,2024-08-03,MATCH,0.0,0.0,both
303316,207241,Business,62196,4092.0,33651,Fixed Deposit,2024-09-07,207241,Business,62196.0,4092.0,33651.0,Fixed Deposit,2024-09-07,MATCH,0.0,0.0,both
303317,201973,Savings,54166,296.0,29305,Recurring Deposit,2025-02-21,201973,Savings,54166.0,296.0,29305.0,Recurring Deposit,2025-02-21,MATCH,0.0,0.0,both
303318,205938,Current,98609,2486.0,36221,Fixed Deposit,2024-08-30,205938,Current,98609.0,2486.0,36221.0,Fixed Deposit,2024-08-30,MATCH,0.0,0.0,both
303319,205526,Business,34387,4140.0,2560,Mutual Fund,2023-02-27,205526,Business,34387.0,4140.0,2560.0,Mutual Fund,2023-02-27,MATCH,0.0,0.0,both
303320,203978,Business,10604,1261.0,41747,Fixed Deposit,2024-02-11,203978,Business,10604.0,1261.0,41747.0,Fixed Deposit,2024-02-11,MATCH,0.0,0.0,both
303321,201315,Current,71997,4820.0,27904,Fixed Deposit,2023-10-23,201315,Current,71997.0,4820.0,27904.0,Fixed Deposit,2023-10-23,MATCH,0.0,0.0,both
303322,208802,Business,17644,2193.0,10108,Mutual Fund,2023-11-18,208802,Business,17644.0,2193.0,10108.0,Mutual Fund,2023-11-18,MATCH,0.0,0.0,both
303323,209681,Current,94945,3132.0,37845,Mutual Fund,2024-03-09,209681,Current,94945.0,3132.0,37845.0,Mutual Fund,2024-03-09,MATCH,0.0,0.0,both
303324,206795,Savings,77171,2261.0,9988,Fixed Deposit,2025-02-08,206795,Savings,77171.0,2261.0,9988.0,Fixed Deposit,2025-02-08,MATCH,0.0,0.0,both
303325,208395,Business,50058,1270.0,45603,Fixed Deposit,2024-09-20,208395,Business,50058.0,1270.0,45603.0,Fixed Deposit,2024-09-20,MATCH,0.0,0.0,both
303326,206548,Current,3644,2389.0,19941,Mutual Fund,2025-02-25,206548,Current,3644.0,2389.0,19941.0,Mutual Fund,2025-02-25,MATCH,0.0,0.0,both
303327,201399,Savings,87425,3089.0,41839,Fixed Deposit,2024-05-06,201399,Savings,87425.0,3089.0,41839.0,Fixed Deposit,2024-05-06,MATCH,0.0,0.0,both
303328,201372,Savings,39272,4427.0,29789,Recurring Deposit,2022-11-10,201372,Savings,39272.0,4427.0,29789.0,Recurring Deposit,2022-11-10,MATCH,0.0,0.0,both
303329,209448,Savings,21208,1493.0,48620,Recurring Deposit,2023-09-07,209448,Savings,21208.0,1493.0,48620.0,Recurring Deposit,2023-09-07,MATCH,0.0,0.0,both
303330,205106,Business,89201,292.0,34473,Recurring Deposit,2022-04-28,205106,Business,89201.0,292.0,34473.0,Recurring Deposit,2022-04-28,MATCH,0.0,0.0,both
303331,203203,Savings,13709,169.0,3454,Recurring Deposit,2024-04-08,203203,Savings,13709.0,169.0,3454.0,Recurring Deposit,2024-04-08,MATCH,0.0,0.0,both
303332,209886,Savings,66687,3465.0,2237,Recurring Deposit,2022-08-30,209886,Savings,66687.0,3465.0,2237.0,Recurring Deposit,2022-08-30,MATCH,0.0,0.0,both
303333,202682,Savings,73414,3017.0,46908,Mutual Fund,2023-06-22,202682,Savings,73414.0,3017.0,46908.0,Mutual Fund,2023-06-22,MATCH,0.0,0.0,both
303334,207922,Current,72404,3018.0,23635,Fixed Deposit,2023-12-27,207922,Current,72404.0,3018.0,23635.0,Fixed Deposit,2023-12-27,MATCH,0.0,0.0,both
303335,208425,Business,82966,3040.0,14744,Recurring Deposit,2022-08-01,208425,Business,82966.0,3040.0,14744.0,Recurring Deposit,2022-08-01,MATCH,0.0,0.0,both
303336,202137,Savings,41790,2292.0,8632,Fixed Deposit,2022-09-17,202137,Savings,41790.0,2292.0,8632.0,Fixed Deposit,2022-09-17,MATCH,0.0,0.0,both
303337,207147,Business,74556,4780.0,40079,Mutual Fund,2022-10-27,207147,Business,74556.0,4780.0,40079.0,Mutual Fund,2022-10-27,MATCH,0.0,0.0,both
303338,202806,Savings,78057,4320.0,30884,Mutual Fund,2023-09-13,202806,Savings,78057.0,4320.0,30884.0,Mutual Fund,2023-09-13,MATCH,0.0,0.0,both
303339,204850,Current,8540,3317.0,42048,Recurring Deposit,2023-07-18,204850,Current,8540.0,3317.0,42048.0,Recurring Deposit,2023-07-18,MATCH,0.0,0.0,both
303340,201957,Savings,49507,3409.0,45422,Fixed Deposit,2023-09-04,201957,Savings,49507.0,3409.0,45422.0,Fixed Deposit,2023-09-04,MATCH,0.0,0.0,both
303341,209685,Business,53381,4936.0,21504,Mutual Fund,2024-02-26,209685,Business,53381.0,4936.0,21504.0,Mutual Fund,2024-02-26,MATCH,0.0,0.0,both
303342,200931,Savings,69760,1258.0,16313,Mutual Fund,2023-02-05,200931,Savings,69760.0,1258.0,16313.0,Mutual Fund,2023-02-05,MATCH,0.0,0.0,both
303343,200047,Business,23896,1542.0,11335,Mutual Fund,2024-06-07,200047,Business,23896.0,1542.0,11335.0,Mutual Fund,2024-06-07,MATCH,0.0,0.0,both
303344,202270,Business,40101,4367.0,3169,Recurring Deposit,2024-04-09,202270,Business,40101.0,4367.0,3169.0,Recurring Deposit,2024-04-09,MATCH,0.0,0.0,both
303345,205767,Current,20197,2986.0,11937,Recurring Deposit,2023-09-13,205767,Current,20197.0,2986.0,11937.0,Recurring Deposit,2023-09-13,MATCH,0.0,0.0,both
303346,207918,Savings,10472,4490.0,2596,Mutual Fund,2024-03-29,207918,Savings,10472.0,4490.0,2596.0,Mutual Fund,2024-03-29,MATCH,0.0,0.0,both
303347,204561,Business,20931,622.0,2351,Fixed Deposit,2022-08-19,204561,Business,20931.0,622.0,2351.0,Fixed Deposit,2022-08-19,MATCH,0.0,0.0,both
303348,200678,Current,75942,2413.0,30709,Recurring Deposit,2024-01-30,200678,Current,75942.0,2413.0,30709.0,Recurring Deposit,2024-01-30,MATCH,0.0,0.0,both
303349,201590,Business,48059,3299.0,18942,Recurring Deposit,2025-03-07,201590,Business,48059.0,3299.0,18942.0,Recurring Deposit,2025-03-07,MATCH,0.0,0.0,both
303350,202518,Current,84567,3525.0,3005,Mutual Fund,2024-02-21,202518,Current,84567.0,3525.0,3005.0,Mutual Fund,2024-02-21,MATCH,0.0,0.0,both
303351,207132,Savings,86301,3247.0,42635,Mutual Fund,2023-07-29,207132,Savings,86301.0,3247.0,42635.0,Mutual Fund,2023-07-29,MATCH,0.0,0.0,both
303352,209020,Savings,65452,2505.0,34730,Recurring Deposit,2022-07-03,209020,Savings,65452.0,2505.0,34730.0,Recurring Deposit,2022-07-03,MATCH,0.0,0.0,both
303353,201566,Savings,19870,1745.0,7572,Mutual Fund,2023-06-30,201566,Savings,19870.0,1745.0,7572.0,Mutual Fund,2023-06-30,MATCH,0.0,0.0,both
303354,206683,Savings,53829,2883.0,15763,Fixed Deposit,2022-05-29,206683,Savings,53829.0,2883.0,15763.0,Fixed Deposit,2022-05-29,MATCH,0.0,0.0,both
303355,201567,Savings,74686,787.0,9644,Fixed Deposit,2022-09-15,201567,Savings,74686.0,787.0,9644.0,Fixed Deposit,2022-09-15,MATCH,0.0,0.0,both
303356,200205,Savings,38850,4216.0,22631,Mutual Fund,2022-04-25,200205,Savings,38850.0,4216.0,22631.0,Mutual Fund,2022-04-25,MATCH,0.0,0.0,both
303357,201805,Business,73500,307.0,37928,Recurring Deposit,2023-09-04,201805,Business,73500.0,307.0,37928.0,Recurring Deposit,2023-09-04,MATCH,0.0,0.0,both
